release_id,file_key,srl,field_name,name,block,item,length,byte_start,byte_end,remarks
annual_2020_21,hhv1,28,hce4,"Household's Annual Expenditure on purchase of items like clothing, footwear etc.(Rs.)",3,5.4,8,72,79,
annual_2020_21,hhv1,29,hce5,"Household's Annual Expenditure on purchase of durables like Bedstead, TV, fridge etc.(Rs.)",3,5.5,8,80,87,
annual_2020_21,hhv1,30,hce_tot,Household'S Usual Consumer Expenditure In A Month (Rs.),3,5.6,8,88,95,
annual_2020_21,hhv1,31,inf_srl,Informant Serial no.,1,16,2,96,97,
annual_2020_21,hhv1,32,sur_date,Survey Date,2,2(i),8,98,105,
annual_2020_21,hhv1,33,sur_time,Total Time Taken To Canvass Sch. 10.4,2,4,4,106,109,
annual_2020_21,hhv1,34,nss,Ns count for sector x stratum x substratum x sub-sample,Generated,,3,110,112,NSS
annual_2020_21,hhv1,35,nsc,Ns count for sector x stratum x substratum,Generated,,3,113,115,NSC
annual_2020_21,hhv1,36,mult,Sub-sample wise Multiplier,Generated,,10,116,125,MULT
annual_2020_21,hhv1,37,no_qtr,Occurance of State x Sector x Stratum x SubStratum in 4 Quarters,Generated,,1,126,126,No_Qtr
annual_2020_21,hhrv,1,file_id,File Identification,,,4,1,4,RVH4
annual_2020_21,hhrv,2,sch,Schdule,1,2,3,5,7,104
annual_2020_21,hhrv,3,qtr,Quarter,,,2,8,9,Q5 to Q8
annual_2020_21,hhrv,4,visit,Visit,,,2,10,11,"V2' for second visit,' V3' for third visit & 'V4' for fourth visit"
annual_2020_21,hhrv,5,sec,Sector,1,3,1,12,12,
annual_2020_21,hhrv,6,st,State/Ut Code,,1,2,13,14,
annual_2020_21,hhrv,7,dc,District Code,1,4,2,15,16,
annual_2020_21,hhrv,8,nss_reg,NSS-Region,1,4,3,17,19,
annual_2020_21,hhrv,9,strm,Stratum,1,5,2,20,21,
annual_2020_21,hhrv,10,sstrm,Sub-Stratum,1,6,2,22,23,
annual_2020_21,hhrv,11,ss,Sub-Sample,1,11,1,24,24,
annual_2020_21,hhrv,12,sro,Fod Sub-Region,1,12,4,25,28,
annual_2020_21,hhrv,13,mfsu,FSU,1,1,5,29,33,
annual_2020_21,hhrv,14,seg,Sample Sg/Sb No.,1,13,1,34,34,
annual_2020_21,hhrv,15,sss,Second Stage Stratum No.,1,14,1,35,35,
annual_2020_21,hhrv,16,ssu,Sample Household Number,1,15,2,36,37,
annual_2020_21,hhrv,17,smonth,Month of Survey,1,9,2,38,39,
annual_2020_21,hhrv,18,resp_code,Response Code,1,17,1,40,40,
annual_2020_21,hhrv,19,svc,Survey Code,1,18,1,41,41,
annual_2020_21,hhrv,20,rsr,Reason for Substitution of original household,1,19,1,42,42,
annual_2020_21,hhrv,21,hh_size,Household Size,3,1,2,43,44,
annual_2020_21,hhrv,22,hh_type,Household Type,3,2,1,45,45,
annual_2020_21,hhrv,23,religion,Religion,3,3,1,46,46,
annual_2020_21,hhrv,24,social_grp,Social Group,3,4,1,47,47,
annual_2020_21,hhrv,25,hce_tot,Household'S Usual Consumer Expenditure In A Month (Rs.),3,5,8,48,55,
annual_2020_21,hhrv,26,inf_srl,Informant Serial no.,1,16,2,56,57,
annual_2020_21,hhrv,27,sur_date,Survey Date,2,2(i),8,58,65,
annual_2020_21,hhrv,28,sur_time,Total Time Taken To Canvass Sch. 10.4,2,4,4,66,69,
annual_2020_21,hhrv,29,nss,Ns count for sector x stratum x substratum x sub-sample,Generated,,3,70,72,NSS
annual_2020_21,hhrv,30,nsc,Ns count for sector x stratum x substratum,Generated,,3,73,75,NSC
annual_2020_21,hhrv,31,mult,Sub-sample wise Multiplier,Generated,,10,76,85,MULT
annual_2020_21,hhrv,32,no_qtr,Occurance of State x Sector x Stratum x SubStratum in 4 Quarters,Generated,,1,86,86,No_Qtr
annual_2020_21,perv1,1,file_id,File Identification,,,4,1,4,FVP4
annual_2020_21,perv1,2,sch,Schdule,1,2,3,5,7,104
annual_2020_21,perv1,3,qtr,Quarter,,,2,8,9,Q5 to Q8
annual_2020_21,perv1,4,visit,Visit,,,2,10,11,V1 for first visit
annual_2020_21,perv1,5,sec,Sector,1,3,1,12,12,
annual_2020_21,perv1,6,st,State/Ut Code,,,2,13,14,
annual_2020_21,perv1,7,dc,District Code,1,4,2,15,16,
annual_2020_21,perv1,8,nss_reg,NSS-Region,1,4,3,17,19,
annual_2020_21,perv1,9,strm,Stratum,1,5,2,20,21,
annual_2020_21,perv1,10,sstrm,Sub-Stratum,1,6,2,22,23,
annual_2020_21,perv1,11,ss,Sub-Sample,1,11,1,24,24,
annual_2020_21,perv1,12,sro,Fod Sub-Region,1,12,4,25,28,
annual_2020_21,perv1,13,mfsu,FSU,1,1,5,29,33,
annual_2020_21,perv1,14,seg,Sample Sg/Sb No.,1,13,1,34,34,
annual_2020_21,perv1,15,sss,Second Stage Stratum No.,1,14,1,35,35,
annual_2020_21,perv1,16,ssu,Sample Household Number,1,15,2,36,37,
annual_2020_21,perv1,17,srl_no,Person Serial No.,4,1,2,38,39,Serial no. starting from '81' stands for TEMPORARY VISITOR from Block 7.2
annual_2020_21,perv1,18,rel,Relationship To Head,4,4,1,40,40,
annual_2020_21,perv1,19,sex,Sex,4,5,1,41,41,
annual_2020_21,perv1,20,age,Age,4,6,3,42,44,
annual_2020_21,perv1,21,marst,Marital Status,4,7,1,45,45,
annual_2020_21,perv1,22,gedu_lvl,General Educaion Level,4,8,2,46,47,
annual_2020_21,perv1,23,tedu_lvl,Technical Educaion Level,4,9,2,48,49,
annual_2020_21,perv1,24,no_of_years_in_formal_education,No. of years in Formal Education,4,10,2,50,51,
annual_2020_21,perv1,25,curr_att,Status of Current Attendance in Educational Institution,4,11,2,52,53,
annual_2020_21,perv1,26,voc,Whether received any Vocational/Technical Training,4,12,1,54,54,
annual_2020_21,perv1,27,whether_training_completed_during_last_3,Whether Training completed during last 365 Days,4.1,3,1,55,55,
annual_2020_21,perv1,28,vt_field,Field Of Training,4.1,4,2,56,57,
annual_2020_21,perv1,29,vt_dur,Duration Of Training,4.1,5,1,58,58,
annual_2020_21,perv1,30,vt_type,Type Of Training,4.1,6,1,59,59,
annual_2020_21,perv1,31,source_of_funding_the_training,Source Of Funding The Training,4.1,7,1,60,60,
annual_2020_21,perv1,32,pas,Status Code,5.1,3,2,61,62,
annual_2020_21,perv1,33,ind_pas,Industry Code (NIC),5.1,5,5,63,67,
annual_2020_21,perv1,34,ocu_pas,Occupation Code (NCO),5.1,6,3,68,70,
annual_2020_21,perv1,35,has_sas,Whether Engaged In Any Work In Subsidiary Capacity,5.1,7,1,71,71,
annual_2020_21,perv1,36,loc_pas,(Principal)location Of Workplace Code,5.1,8,2,72,73,
annual_2020_21,perv1,37,etyp_pas,(Principal) Enterprise Type Code,5.1,9,2,74,75,
annual_2020_21,perv1,38,wrkr_pas,(Principal) No. Of Workers In The Enterprise,5.1,10,1,76,76,
annual_2020_21,perv1,39,job_pas,(Principal)  Type Of Job Contract,5.1,11,1,77,77,
annual_2020_21,perv1,40,leave_pas,(Principal) Eligble Of Paid Leave,5.1,12,1,78,78,
annual_2020_21,perv1,41,ssec_pas,(Principal) Social Security Benefits,5.1,13,1,79,79,
annual_2020_21,perv1,42,ecoprd_pas,(Principal) Usage of product of the economic activity,5.1,14,1,80,80,
annual_2020_21,perv1,43,sas,Status Code,5.2,3,2,81,82,
annual_2020_21,perv1,44,ind_sas,Industry Code (NIC),5.2,5,5,83,87,
annual_2020_21,perv1,45,ocu_sas,Occupation Code (NCO),5.2,6,3,88,90,
annual_2020_21,perv1,46,loc_sas,(Subsidiary) location Of Workplace Code,5.2,7,2,91,92,
annual_2020_21,perv1,47,etyp_sas,(Subsidiary)  Enterprise Type Code,5.2,8,2,93,94,
annual_2020_21,perv1,48,wrkr_sas,(Subsidiary)  No. Of Workers In The Enterprise,5.2,9,1,95,95,
annual_2020_21,perv1,49,job_sas,(Subsidiary)   Type Of Job Contract,5.2,10,1,96,96,
annual_2020_21,perv1,50,leave_sas,(Subsidiary)  Eligble Of Paid Leave,5.2,11,1,97,97,
annual_2020_21,perv1,51,ssec_sas,(Subsidiary)  Social Security Benefits,5.2,12,1,98,98,
annual_2020_21,perv1,52,subsidiary_usage_of_product_of_the_econo,(Subsidiary) Usage of product of the economic activity,5.2,13,1,99,99,
annual_2020_21,perv1,53,ever_worked_prior_to_last_365_days,Ever Worked Prior to last 365 days,5.3,5,1,100,100,
annual_2020_21,perv1,54,dur_pas,Duration of engagement in the economic activity in usual Principal Activity Status,5.3,6,1,101,101,
annual_2020_21,perv1,55,dur_sas,Duration of engagement in the economic activity in Subsidiary Activity Status,5.3,7,1,102,102,
annual_2020_21,perv1,56,efforts_undertaken_to_search_work,Efforts undertaken to search work,5.3,8,1,103,103,
annual_2020_21,perv1,57,duration_of_spell_of_unemployment,Duration of spell of Unemployment,5.3,9,1,104,104,
annual_2020_21,perv1,58,whether_ever_worked,Whether Ever Worked ,5.3,10,1,105,105,
annual_2020_21,perv1,59,reason_for_not_working_in_last_365_days, Reason for not working in last 365 days,5.3,11,1,106,106,
annual_2020_21,perv1,60,main_reason_for_being_in_principal_activ,Main reason for being in Principal activity status (91 to 97) ,5.3,12,1,107,107,
annual_2020_21,perv1,61,sts11,Status Code for activity 1,6,4/3.1,2,108,109,
annual_2020_21,perv1,62,ind11,Industry Code (NIC) for activity 1,6,5/3.1,2,110,111,
annual_2020_21,perv1,63,hrs11,hours actuallly worked for activity 1 on 7 th day,6,6/3.1,2,112,113,
annual_2020_21,perv1,64,ern11,wage earning for activity 1 on 7 th day,6,9/3.1,5,114,118,
annual_2020_21,perv1,65,sts21,Status Code for activity 2,6,4/3.1,2,119,120,
annual_2020_21,perv1,66,ind21,Industry Code (NIC) for activity 2,6,5/3.1,2,121,122,
annual_2020_21,perv1,67,hrs21,hours actuallly worked for activity 2 on 7 th day,6,6/3.1,2,123,124,
annual_2020_21,perv1,68,ern21,wage earning for activity 2 on 7 th day,6,9/3.1,5,125,129,
annual_2020_21,perv1,69,tot_hrs1,total hours actually worked on 7th day,6,7/3.1,2,130,131,
annual_2020_21,perv1,70,hav1,hours available for aditional worked on 7th day,6,8/3.1,2,132,133,
annual_2020_21,perv1,71,sts12,Status Code for activity 1,6,4/3.2,2,134,135,
annual_2020_21,perv1,72,ind12,Industry Code (NIC) for activity 1,6,5/3.2,2,136,137,
annual_2020_21,perv1,73,hrs12,hours actuallly worked for activity 1 on 6 th day,6,6/3.2,2,138,139,
annual_2020_21,perv1,74,ern12,wage earning for activity 1 on 7 th day,6,9/3.2,5,140,144,
annual_2020_21,perv1,75,sts22,Status Code for activity 2,6,4/3.2,2,145,146,
annual_2020_21,perv1,76,ind22,Industry Code (NIC) for activity 2,6,5/3.2,2,147,148,
annual_2020_21,perv1,77,hrs22,hours actuallly worked for activity 2 on 6 th day,6,6/3.2,2,149,150,
annual_2020_21,perv1,78,ern22,wage earning for activity 2 on 6 th day,6,9/3.2,5,151,155,
annual_2020_21,perv1,79,tot_hrs2,total hours actually worked on 6th day,6,7/3.2,2,156,157,
annual_2020_21,perv1,80,hav2,hours available for aditional worked on 6th day,6,8/3.2,2,158,159,
annual_2020_21,perv1,81,sts13,Status Code for activity 1,6,4/3.3,2,160,161,
annual_2020_21,perv1,82,ind13,Industry Code (NIC) for activity 1,6,5/3.3,2,162,163,
annual_2020_21,perv1,83,hrs13,hours actuallly worked for activity 1 on5 th day,6,6/3.3,2,164,165,
annual_2020_21,perv1,84,ern13,wage earning for activity 1 on 5 th day,6,9/3.3,5,166,170,
annual_2020_21,perv1,85,sts23,Status Code for activity 2,6,4/3.3,2,171,172,
annual_2020_21,perv1,86,ind23,Industry Code (NIC) for activity 2,6,5/3.3,2,173,174,
annual_2020_21,perv1,87,hrs23,hours actuallly worked for activity 2 on 5 th day,6,6/3.3,2,175,176,
annual_2020_21,perv1,88,ern23,wage earning for activity 2 on 5 th day,6,9/3.3,5,177,181,
annual_2020_21,perv1,89,tot_hrs3,total hours actually worked on 5th day,6,7/3.3,2,182,183,
annual_2020_21,perv1,90,hav3,hours available for aditional worked on 5th day,6,8/3.3,2,184,185,
annual_2020_21,perv1,91,sts14,Status Code for activity 1,6,4/3.4,2,186,187,
annual_2020_21,perv1,92,ind14,Industry Code (NIC) for activity 1,6,5/3.4,2,188,189,
annual_2020_21,perv1,93,hrs14,hours actuallly worked for activity 1 on 4th day,6,6/3.4,2,190,191,
annual_2020_21,perv1,94,ern14,wage earning for activity 1 on 4th day,6,9/3.4,5,192,196,
annual_2020_21,perv1,95,sts24,Status Code for activity 2,6,4/3.4,2,197,198,
annual_2020_21,perv1,96,ind24,Industry Code (NIC) for activity 2,6,5/3.4,2,199,200,
annual_2020_21,perv1,97,hrs24,hours actuallly worked for activity 2 on 4th day,6,6/3.4,2,201,202,
annual_2020_21,perv1,98,ern24,wage earning for activity 2 on 4th day,6,9/3.4,5,203,207,
annual_2020_21,perv1,99,tot_hrs4,total hours actually worked on 4th day,6,7/3.4,2,208,209,
annual_2020_21,perv1,100,hav4,hours available for aditional worked on 4th day,6,8/3.4,2,210,211,
annual_2020_21,perv1,101,sts15,Status Code for activity 1,6,4/3.5,2,212,213,
annual_2020_21,perv1,102,ind15,Industry Code (NIC) for activity 1,6,5/3.5,2,214,215,
annual_2020_21,perv1,103,hrs15,hours actuallly worked for activity 1 on 3rd day,6,6/3.5,2,216,217,
annual_2020_21,perv1,104,ern15,wage earning for activity 1 on 3rd day,6,9/3.5,5,218,222,
annual_2020_21,perv1,105,sts25,Status Code for activity 2,6,4/3.5,2,223,224,
annual_2020_21,perv1,106,ind25,Industry Code (NIC) for activity 2,6,5/3.5,2,225,226,
annual_2020_21,perv1,107,hrs25,hours actuallly worked for activity 2 on 3rd day,6,6/3.5,2,227,228,
annual_2020_21,perv1,108,ern25,wage earning for activity 2 on 3 rd day,6,9/3.5,5,229,233,
annual_2020_21,perv1,109,tot_hrs5,total hours actually worked on 3rd day,6,7/3.5,2,234,235,
annual_2020_21,perv1,110,hav5,hours available for aditional worked on 3rd day,6,8/3.5,2,236,237,
annual_2020_21,perv1,111,sts16,Status Code for activity 1,6,4/3.6,2,238,239,
annual_2020_21,perv1,112,ind16,Industry Code (NIC) for activity 1,6,5/3.6,2,240,241,
annual_2020_21,perv1,113,hrs16,hours actuallly worked for activity 1 on 2nd day,6,6/3.6,2,242,243,
annual_2020_21,perv1,114,ern16,wage earning for activity 1 on 2nd day,6,9/3.6,5,244,248,
annual_2020_21,perv1,115,sts26,Status Code for activity 2,6,4/3.6,2,249,250,
annual_2020_21,perv1,116,ind26,Industry Code (NIC) for activity 2,6,5/3.6,2,251,252,
annual_2020_21,perv1,117,hrs26,hours actuallly worked for activity 2 on 2nd day,6,6/3.6,2,253,254,
annual_2020_21,perv1,118,ern26,wage earning for activity 2 on 2nd day,6,9/3.6,5,255,259,
annual_2020_21,perv1,119,tot_hrs6,total hours actually worked on 2nd day,6,7/3.6,2,260,261,
annual_2020_21,perv1,120,hav6,hours available for aditional worked on 2nd day,6,8/3.6,2,262,263,
annual_2020_21,perv1,121,sts17,Status Code for activity 1,6,4/3.7,2,264,265,
annual_2020_21,perv1,122,ind17,Industry Code (NIC) for activity 1,6,5/3.7,2,266,267,
annual_2020_21,perv1,123,hrs17,hours actuallly worked for activity 1 on 1st day,6,6/3.7,2,268,269,
annual_2020_21,perv1,124,ern17,wage earning for activity 1 on 1st day,6,9/3.7,5,270,274,
annual_2020_21,perv1,125,sts27,Status Code for activity 2,6,4/3.7,2,275,276,
annual_2020_21,perv1,126,ind27,Industry Code (NIC) for activity 2,6,5/3.7,2,277,278,
annual_2020_21,perv1,127,hrs27,hours actuallly worked for activity 2 on 1st day,6,6/3.7,2,279,280,
annual_2020_21,perv1,128,ern27,wage earning for activity 2 on 1st day,6,9/3.7,5,281,285,
annual_2020_21,perv1,129,tot_hrs7,total hours actually worked on 1st day,6,7/3.7,2,286,287,
annual_2020_21,perv1,130,hav7,hours available for aditional worked on 1st day,6,8/3.7,2,288,289,
annual_2020_21,perv1,131,aps_cws,Current Weekly Status (CWS),6,5,2,290,291,
annual_2020_21,perv1,132,aind_cws,Industry Code (CWS),6,6,2,292,293,
annual_2020_21,perv1,133,ocu_cws,Occupation Code (CWS),6,7,3,294,296,
annual_2020_21,perv1,134,ern_reg,Earnings For Regular Salaried/Wage Activity,6,9,8,297,304,
annual_2020_21,perv1,135,ern_self,Earnings For Regular Salaried/Wage Activity,6,10,8,305,312,
annual_2020_21,perv1,136,whether_present_place_of_enumeration_dif,Whether Present place of enumeration differs from last usual place of residence,7.1,3,1,313,313,
annual_2020_21,perv1,137,whether_moved_to_present_place_of_enumer,Whether moved to Present place of enumeration after March 2020,7.1,4,1,314,314,
annual_2020_21,perv1,138,whether_present_place_of_enumeration_was,Whether Present place of enumeration was usual place of residence in Past,7.1,5,1,315,315,
annual_2020_21,perv1,139,location_of_last_usual_place_of_residenc,Location of last usual place of residence,7.1,6,1,316,316,
annual_2020_21,perv1,140,state_code_of_last_usual_place_of_reside,State code of last usual place of residence,7.1,8,2,317,318,
annual_2020_21,perv1,141,reason_for_leaving_the_last_usual_place_,Reason for leaving the last usual place of residence,7.1,9,2,319,320,
annual_2020_21,perv1,142,intention_to_move_out_from_present_place,Intention to move out from present place of residence,7.1,10,1,321,321,
annual_2020_21,perv1,143,usual_principal_activity_status_of_last_,Usual Principal Activity Status of last usual place of residence,7.1,11,2,322,323,
annual_2020_21,perv1,144,industry_division_nic_2_digit,Industry Division (NIC 2 digit),7.1,12,2,324,325,
annual_2020_21,perv1,145,occupation_group_nco_2004_3_digit,Occupation Group (NCO-2004 3 digit),7.1,13,3,326,328,
annual_2020_21,perv1,146,highest_level_of_education,Highest level of Education,7.2,5,2,329,330,
annual_2020_21,perv1,147,whether_present_place_of_residence_diffe,Whether Present place of residence differs from Usual place of residence,7.2,6,1,331,331,
annual_2020_21,perv1,148,whether_present_place_of_residence_was_u,Whether Present place of residence was usual place of residence in Past,7.2,7,1,332,332,
annual_2020_21,perv1,149,location_of_last_usual_place_of_residenc,Location of last usual place of residence,7.2,8,1,333,333,
annual_2020_21,perv1,150,state_code_of_last_usual_place_of_reside,State code of last usual place of residence,7.2,10,2,334,335,
annual_2020_21,perv1,151,reason_for_leaving_the_last_usual_place_,Reason for leaving the last usual place of residence,7.2,11,2,336,337,
annual_2020_21,perv1,152,returned_or_intention_to_return_to_last_,Returned or intention to return to last usual  place of residence,7.2,12,1,338,338,
annual_2020_21,perv1,153,usual_principal_activity_status_of_last_,Usual Principal Activity Status of last usual place of residence,7.2,13,2,339,340,
annual_2020_21,perv1,154,industry_division_nic_2_digit,Industry Division (NIC 2 digit),7.2,14,2,341,342,
annual_2020_21,perv1,155,occupation_group_nco_2004_3_digit,Occupation Group (NCO-2004 3 digit),7.2,15,3,343,345,
annual_2020_21,perv1,156,nss,Ns count for sector x stratum x substratum x sub-sample,Generated,,3,346,348,NSS
annual_2020_21,perv1,157,nsc,Ns count for sector x stratum x substratum,Generated,,3,349,351,NSC
annual_2020_21,perv1,158,mult,Sub-sample wise Multiplier,Generated,,10,352,361,MULT
annual_2020_21,perv1,159,no_qtr,Occurance of FSUs in State x Sector x Stratum x SubStratum in 4 Quarters,Generated,,1,362,362,No_Qtr
annual_2020_21,perrv,1,file_id,File Identification,,,4,1,4,RVP4
annual_2020_21,perrv,2,sch,Schdule,1,2,3,5,7,104
annual_2020_21,perrv,3,qtr,Quarter,,,2,8,9,Q5 to Q8
annual_2020_21,perrv,4,visit,Visit,,,2,10,11,"V2 for second visit, V3 for third visit & V4 for fourth visit"
annual_2020_21,perrv,5,sec,Sector,1,3,1,12,12,
annual_2020_21,perrv,6,st,State/Ut Code,,,2,13,14,
annual_2020_21,perrv,7,dc,District Code,1,4,2,15,16,
annual_2020_21,perrv,8,nss_reg,NSS-Region,1,4,3,17,19,
annual_2020_21,perrv,9,strm,Stratum,1,5,2,20,21,
annual_2020_21,perrv,10,sstrm,Sub-Stratum,1,6,2,22,23,
annual_2020_21,perrv,11,ss,Sub-Sample,1,11,1,24,24,
annual_2020_21,perrv,12,sro,Fod Sub-Region,1,12,4,25,28,
annual_2020_21,perrv,13,mfsu,FSU,1,1,5,29,33,
annual_2020_21,perrv,14,seg,Sample Sg/Sb No.,1,13,1,34,34,
annual_2020_21,perrv,15,sss,Second Stage Stratum No.,1,14,1,35,35,
annual_2020_21,perrv,16,ssu,Sample Household Number,1,15,2,36,37,
annual_2020_21,perrv,17,srl_no,Person Serial No.,4,1,2,38,39,
annual_2020_21,perrv,19,rel,Relationship To Head,4,4,1,40,40,
annual_2020_21,perrv,20,sex,Sex,4,5,1,41,41,
annual_2020_21,perrv,21,age,Age,4,6,3,42,44,
annual_2020_21,perrv,22,marst,Marital Status,4,7,1,45,45,
annual_2020_21,perrv,23,gedu_lvl,General Educaion Level,4,8,2,46,47,
annual_2020_21,perrv,24,tedu_lvl,Technical Educaion Level,4,9,2,48,49,
annual_2020_21,perrv,25,no_of_years_in_formal_education,No. of years in Formal Education,4,10,2,50,51,
annual_2020_21,perrv,26,curr_att,Status of Current Attendance in Educational Institution,4,11,2,52,53,
annual_2020_21,perrv,27,sts11,Status Code for activity 1,6,4/3.1,2,54,55,
annual_2020_21,perrv,28,ind11,Industry Code (NIC) for activity 1,6,5/3.1,2,56,57,
annual_2020_21,perrv,29,hrs11,hours actuallly worked for activity 1 on 7 th day,6,6/3.1,2,58,59,
annual_2020_21,perrv,30,ern11,wage earning for activity 1 on 7 th day,6,9/3.1,5,60,64,
annual_2020_21,perrv,31,sts21,Status Code for activity 2,6,4/3.1,2,65,66,
annual_2020_21,perrv,32,ind21,Industry Code (NIC) for activity 2,6,5/3.1,2,67,68,
annual_2020_21,perrv,33,hrs21,hours actuallly worked for activity 2 on 7 th day,6,6/3.1,2,69,70,
annual_2020_21,perrv,34,ern21,wage earning for activity 2 on 7 th day,6,9/3.1,5,71,75,
annual_2020_21,perrv,35,tot_hrs1,total hours actually worked on 7th day,6,7/3.1,2,76,77,
annual_2020_21,perrv,36,hav1,hours available for aditional worked on 7th day,6,8/3.1,2,78,79,
annual_2020_21,perrv,37,sts12,Status Code for activity 1,6,4/3.2,2,80,81,
annual_2020_21,perrv,38,ind12,Industry Code (NIC) for activity 1,6,5/3.2,2,82,83,
annual_2020_21,perrv,39,hrs12,hours actuallly worked for activity 1 on 6 th day,6,6/3.2,2,84,85,
annual_2020_21,perrv,40,ern12,wage earning for activity 1 on 7 th day,6,9/3.2,5,86,90,
annual_2020_21,perrv,41,sts22,Status Code for activity 2,6,4/3.2,2,91,92,
annual_2020_21,perrv,42,ind22,Industry Code (NIC) for activity 2,6,5/3.2,2,93,94,
annual_2020_21,perrv,43,hrs22,hours actuallly worked for activity 2 on 6 th day,6,6/3.2,2,95,96,
annual_2020_21,perrv,44,ern22,wage earning for activity 2 on 6 th day,6,9/3.2,5,97,101,
annual_2020_21,perrv,45,tot_hrs2,total hours actually worked on 6th day,6,7/3.2,2,102,103,
annual_2020_21,perrv,46,hav2,hours available for aditional worked on 6th day,6,8/3.2,2,104,105,
annual_2020_21,perrv,47,sts13,Status Code for activity 1,6,4/3.3,2,106,107,
annual_2020_21,perrv,48,ind13,Industry Code (NIC) for activity 1,6,5/3.3,2,108,109,
annual_2020_21,perrv,49,hrs13,hours actuallly worked for activity 1 on5 th day,6,6/3.3,2,110,111,
annual_2020_21,perrv,50,ern13,wage earning for activity 1 on 5 th day,6,9/3.3,5,112,116,
annual_2020_21,perrv,51,sts23,Status Code for activity 2,6,4/3.3,2,117,118,
annual_2020_21,perrv,52,ind23,Industry Code (NIC) for activity 2,6,5/3.3,2,119,120,
annual_2020_21,perrv,53,hrs23,hours actuallly worked for activity 2 on 5 th day,6,6/3.3,2,121,122,
annual_2020_21,perrv,54,ern23,wage earning for activity 2 on 5 th day,6,9/3.3,5,123,127,
annual_2020_21,perrv,55,tot_hrs3,total hours actually worked on 5th day,6,7/3.3,2,128,129,
annual_2020_21,perrv,56,hav3,hours available for aditional worked on 5th day,6,8/3.3,2,130,131,
annual_2020_21,perrv,57,sts14,Status Code for activity 1,6,4/3.4,2,132,133,
annual_2020_21,perrv,58,ind14,Industry Code (NIC) for activity 1,6,5/3.4,2,134,135,
annual_2020_21,perrv,59,hrs14,hours actuallly worked for activity 1 on 4th day,6,6/3.4,2,136,137,
annual_2020_21,perrv,60,ern14,wage earning for activity 1 on 4th day,6,9/3.4,5,138,142,
annual_2020_21,perrv,61,sts24,Status Code for activity 2,6,4/3.4,2,143,144,
annual_2020_21,perrv,62,ind24,Industry Code (NIC) for activity 2,6,5/3.4,2,145,146,
annual_2020_21,perrv,63,hrs24,hours actuallly worked for activity 2 on 4th day,6,6/3.4,2,147,148,
annual_2020_21,perrv,64,ern24,wage earning for activity 2 on 4th day,6,9/3.4,5,149,153,
annual_2020_21,perrv,65,tot_hrs4,total hours actually worked on 4th day,6,7/3.4,2,154,155,
annual_2020_21,perrv,66,hav4,hours available for aditional worked on 4th day,6,8/3.4,2,156,157,
annual_2020_21,perrv,67,sts15,Status Code for activity 1,6,4/3.5,2,158,159,
annual_2020_21,perrv,68,ind15,Industry Code (NIC) for activity 1,6,5/3.5,2,160,161,
annual_2020_21,perrv,69,hrs15,hours actuallly worked for activity 1 on 3rd day,6,6/3.5,2,162,163,
annual_2020_21,perrv,70,ern15,wage earning for activity 1 on 3rd day,6,9/3.5,5,164,168,
